Titulo,Descripcion,Categoria,Latitud,Longitud,fecha
41138,Colisión vehículo-vehículo,Camión,-26,-61,2022-10-12
41139,Colisión vehículo-animal,Motocicleta,-26,-63,2022-10-09
41141,Colisión vehículo-vehículo,Motocicleta,-27,-60,2022-10-16
41144,Colisión vehículo-vehículo,Motocicleta,-27,-59,2022-10-22
41145,Colisión vehículo-Tracción a sangre,Motocicleta,-27,-60,2022-10-18
41146,Colisión vehículo-vehículo,Motocicleta,-27,-59,2022-10-05
41147,Vuelco-despistes,Motocicleta,-27,-59,2022-10-01
41148,Colisión vehículo-vehículo,Motocicleta,-27,-61,2022-10-21
41151,Vuelco-despistes,Motocicleta,-27,-59,2022-10-02
41152,Colisión vehículo-vehículo,Motocicleta,-27,-59,2022-10-28
41153,Vuelco-despistes,Motocicleta,-27,-59,2022-10-31
41154,Vuelco-despistes,Motocicleta,-27,-59,2022-10-10
41154,Vuelco-despistes,Motocicleta,-27,-59,2022-10-10
41167,Colisión vehículo-objeto,Camioneta,-39,-68,2022-09-18
41168,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-09-11
41169,Vuelco-despistes,Automóvil,-39,-68,2022-09-26
41170,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-09-15
41171,Colisión vehículo-vehículo,Motocicleta,-39,-67,2022-09-25
41174,Vuelco-despistes,Automóvil,-41,-65,2022-10-23
41175,Colisión vehículo-objeto,Motocicleta,-39,-67,2022-10-16
41176,Colisión vehículo-vehículo,Camioneta,-41,-69,2022-10-21
41181,Colisión vehículo-vehículo,Motocicleta,-39,-66,2022-11-24
41182,Colisión vehículo-vehículo,Motocicleta,-39,-68,2022-11-30
41183,Colisión vehículo-vehículo,Motocicleta,-39,-68,2022-11-24
41184,Vuelco-despistes,Camioneta,-39,-68,2022-11-03
41185,Colisión vehículo-persona,Sin vehiculo,-39,-65,2022-11-05
41186,Colisión vehículo-vehículo,Motocicleta,-39,-64,2022-11-01
41187,Colisión vehículo-vehículo,Motocicleta,-42,-72,2022-11-18
41189,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-12-14
41189,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-12-14
41189,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-12-14
41190,Colisión vehículo-vehículo,Automóvil,-41,-63,2022-12-19
41195,Caída del ocupante,Motocicleta,-29,-67,2022-09-13
41196,Colisión vehículo-vehículo,Motocicleta,-30,-66,2022-10-04
41199,Colisión vehículo-objeto,Motocicleta,-29,-67,2022-10-16
41200,Caída del ocupante,Motocicleta,-29,-67,2022-10-16
41201,Colisión vehículo-vehículo,Motocicleta,-29,-67,2022-10-17
41234,Colisión vehículo-vehículo,Motocicleta,-31,-67,2022-10-31
41235,Vuelco-despistes,Automóvil,-27,-59,2022-11-27
41237,Vuelco-despistes,Motocicleta,-27,-59,2022-11-05
41238,Colisión vehículo-vehículo,Motocicleta,-26,-61,2022-11-10
41239,Vuelco-despistes,Motocicleta,-27,-59,2022-11-25
41242,Colisión vehículo-vehículo,Motocicleta,-27,-60,2022-11-20
41242,Colisión vehículo-vehículo,Motocicleta,-27,-60,2022-11-20
41244,Colisión vehículo-vehículo,Motocicleta,-27,-60,2022-11-07
41245,Colisión vehículo-animal,Motocicleta,-28,-59,2022-11-08
41251,Colisión vehículo-vehículo,Motocicleta,-27,-59,2022-12-10
41252,Colisión vehículo-vehículo,Motocicleta,-27,-61,2022-12-06
41254,Colisión vehículo-vehículo,Camioneta,-27,-61,2022-12-18
41255,Colisión vehículo-vehículo,Motocicleta,-27,-60,2022-12-20
41257,Colisión vehículo-vehículo,Micro larga distancia,-27,-60,2022-12-03
41257,Colisión vehículo-vehículo,Camión,-27,-60,2022-12-03
41257,Colisión vehículo-vehículo,Micro larga distancia,-27,-60,2022-12-03
41260,Colisión vehículo-vehículo,Bicicleta,-27,-59,2022-12-09
41261,Colisión vehículo-vehículo,Motocicleta,-27,-59,2022-12-10
41263,Vuelco-despistes,Motocicleta,-27,-60,2022-12-02
41264,Colisión vehículo-persona,Sin vehiculo,-27,-61,2022-12-18
41265,Colisión vehículo-vehículo,Motocicleta,-27,-59,2022-12-11
41269,Colisión vehículo-vehículo,Motocicleta,-27,-59,2022-12-31
41270,Colisión vehículo-vehículo,Motocicleta,-27,-60,2022-12-28
41271,Colisión vehículo-vehículo,Motocicleta,-27,-60,2022-12-18
41272,Vuelco-despistes,Camioneta,-27,-61,2022-12-28
41282,Colisión vehículo-vehículo,Camioneta,-27,-54,2022-01-04
41283,Colisión vehículo-persona,Sin vehiculo,-27,-54,2022-01-30
41291,Colisión vehículo-objeto,Camioneta,-32,-68,2022-05-11
41295,Colisión vehículo-vehículo,Automóvil,-32,-69,2022-07-22
41299,Colisión vehículo-objeto,Motocicleta,-32,-69,2022-08-16
41301,Colisión vehículo-vehículo,Automóvil,-32,-69,2022-08-30
41302,Colisión vehículo-vehículo,Motocicleta,-32,-68,2022-08-05
41307,Colisión vehículo-vehículo,Motocicleta,-32,-68,2022-10-23
41308,Colisión vehículo-vehículo,Tracción a sangre,-32,-68,2022-10-17
41310,Vuelco-despistes,Automóvil,-32,-68,2022-10-08
41311,Colisión vehículo-vehículo,Motocicleta,-32,-68,2022-10-26
41312,Vuelco-despistes,Motocicleta,-32,-69,2022-10-01
41314,Vuelco-despistes,Motocicleta,-32,-69,2022-10-16
41315,Vuelco-despistes,Automóvil,-32,-69,2022-10-11
41321,Colisión vehículo-vehículo,Motocicleta,-32,-69,2022-11-19
41322,Vuelco-despistes,Automóvil,-31,-67,2022-11-09
41322,Vuelco-despistes,Automóvil,-31,-67,2022-11-09
41325,Colisión vehículo-objeto,Motocicleta,-33,-68,2022-11-20
41331,Vuelco-despistes,Motocicleta,-34,-65,2022-09-11
41340,Colisión vehículo-objeto,Automóvil,-34,-66,2022-08-20
41341,Colisión vehículo-persona,Sin vehiculo,-34,-65,2022-08-07
41348,Colisión vehículo-objeto,Motocicleta,-34,-65,2022-07-16
41349,Colisión vehículo-vehículo,Camioneta,-35,-59,2022-02-26
41350,Colisión vehículo-vehículo,Ciclomotor,-35,-58,2022-02-25
41351,Vuelco-despistes,Automóvil,-37,-63,2022-02-13
41352,Sin determinar,Motocicleta,-35,-59,2022-02-20
41353,Sin determinar,Sin determinar,-35,-59,2022-02-17
41354,Colisión vehículo-vehículo,Motocicleta,-35,-60,2022-02-24
41355,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-02-04
41355,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-02-04
41356,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-02-02
41358,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-02-14
41359,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-02-10
41360,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-02-23
41361,Sin determinar,Automóvil,-35,-59,2022-02-06
41362,Colisión vehículo-vehículo,Motocicleta,-35,-63,2022-02-20
41364,Sin determinar,Camión,-36,-59,2022-02-08
41365,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-02-08
41366,Colisión vehículo-vehículo,Motocicleta,-34,-61,2022-02-17
41367,Colisión vehículo-vehículo,Motocicleta,-35,-61,2022-02-19
41368,Colisión vehículo-vehículo,Motocicleta,-39,-62,2022-02-16
41369,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-02-22
41370,Sin determinar,Motocicleta,-35,-58,2022-02-25
41371,Sin determinar,Motocicleta,-35,-58,2022-02-28
41374,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-02-28
41375,Sin determinar,Sin determinar,-34,-59,2022-02-22
41376,Colisión vehículo-vehículo,Camión,-35,-58,2022-02-19
41377,Colisión vehículo-persona,Sin vehiculo,-33,-60,2022-02-22
41378,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-02-21
41381,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-02-08
41382,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-02-24
41383,Colisión vehículo-vehículo,Ciclomotor,-35,-58,2022-02-27
41384,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-02-07
41385,Sin determinar,Sin determinar,-35,-59,2022-02-17
41387,Colisión vehículo-vehículo,Ciclomotor,-35,-59,2022-02-05
41388,Sin determinar,Motocicleta,-34,-61,2022-02-05
41390,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-02-14
41391,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-02-22
41392,Colisión vehículo-persona,Sin vehiculo,-35,-60,2022-02-18
41395,Sin determinar,Automóvil,-38,-60,2022-02-28
41396,Sin determinar,Sin determinar,-35,-58,2022-02-04
41397,Sin determinar,Automóvil,-35,-59,2022-02-14
41398,Colisión vehículo-vehículo,Automóvil,-33,-60,2022-02-23
41399,Sin determinar,Ciclomotor,-34,-61,2022-02-05
41400,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-02-23
41401,Sin determinar,Motocicleta,-34,-60,2022-02-14
41402,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-02-23
41404,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-02-26
41405,Sin determinar,Automóvil,-34,-60,2022-02-02
41406,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-02-02
41408,Sin determinar,Automóvil,-36,-58,2022-02-20
41408,Sin determinar,Automóvil,-36,-58,2022-02-20
41408,Sin determinar,Automóvil,-36,-58,2022-02-20
41408,Sin determinar,Automóvil,-36,-58,2022-02-20
41409,Sin determinar,Motocicleta,-34,-59,2022-02-26
41410,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-02-20
41412,Sin determinar,Automóvil,-35,-59,2022-02-11
41413,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-02-06
41414,Sin determinar,Tren,-35,-58,2022-02-14
41416,Colisión vehículo-vehículo,Ciclomotor,-35,-61,2022-02-16
41417,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-02-24
41418,Colisión vehículo-vehículo,Motocicleta,-36,-57,2022-02-23
41419,Vuelco-despistes,Motocicleta,-34,-59,2022-02-21
41420,Sin determinar,Motocicleta,-35,-58,2022-02-19
41421,Colisión vehículo-vehículo,Automóvil,-33,-60,2022-02-05
41424,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-02-07
41424,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-02-07
41424,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-02-07
41425,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-02-25
41426,Colisión vehículo-objeto,Automóvil,-35,-59,2022-02-19
41427,Colisión vehículo-vehículo,Ciclomotor,-35,-58,2022-02-24
41429,Sin determinar,Camioneta,-37,-58,2022-02-19
41432,Colisión vehículo-vehículo,Camioneta,-35,-59,2022-02-06
41434,Colisión vehículo-vehículo,Motocicleta,-35,-62,2022-02-22
41436,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-02-18
41439,Colisión vehículo-vehículo,Automóvil,-35,-61,2022-02-24
41476,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-06-07
41477,Vuelco-despistes,Tren,-34,-59,2022-06-15
41478,Sin determinar,Sin determinar,-35,-58,2022-06-05
41479,Colisión vehículo-vehículo,Camioneta,-35,-59,2022-06-24
41480,Colisión vehículo-vehículo,Camión,-37,-62,2022-06-02
41481,Colisión vehículo-vehículo,Automóvil,-37,-60,2022-06-25
41481,Colisión vehículo-vehículo,Automóvil,-37,-60,2022-06-25
41482,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-06-02
41483,Vuelco-despistes,Camioneta,-38,-58,2022-06-07
41484,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-06-19
41485,Colisión vehículo-vehículo,Motocicleta,-36,-62,2022-06-02
41486,Colisión vehículo-vehículo,Ciclomotor,-38,-58,2022-06-12
41488,Colisión vehículo-vehículo,Ciclomotor,-35,-58,2022-06-03
41489,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-06-19
41491,Colisión vehículo-objeto,Automóvil,-35,-58,2022-06-13
41492,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-06-25
41493,Colisión vehículo-vehículo,Ciclomotor,-37,-59,2022-06-19
41494,Vuelco-despistes,Automóvil,-37,-58,2022-06-25
41496,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-06-23
41497,Colisión vehículo-vehículo,Tren,-34,-59,2022-06-07
41498,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-06-03
41499,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-06-02
41501,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-06-29
41502,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-06-04
41503,Vuelco-despistes,Sin determinar,-35,-59,2022-06-08
41504,Vuelco-despistes,Motocicleta,-35,-59,2022-06-16
41505,Colisión vehículo-vehículo,Colectivo,-35,-59,2022-06-22
41506,Colisión vehículo-vehículo,Motocicleta,-36,-60,2022-06-12
41507,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-06-28
41508,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-06-10
41509,Vuelco-despistes,Camión,-34,-59,2022-06-18
41511,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-06-01
41512,Colisión vehículo-vehículo,Motocicleta,-39,-62,2022-06-04
41513,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-06-25
41514,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-06-03
41516,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-06-11
41519,Colisión vehículo-vehículo,Motocicleta,-35,-63,2022-06-13
41520,Colisión vehículo-vehículo,Camioneta,-37,-57,2022-06-28
41520,Colisión vehículo-vehículo,Camioneta,-37,-57,2022-06-28
41521,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-06-11
41522,Colisión vehículo-vehículo,Automóvil,-34,-60,2022-06-30
41523,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-06-26
41524,Colisión vehículo-vehículo,Automóvil,-37,-62,2022-06-03
41525,Vuelco-despistes,Motocicleta,-35,-58,2022-06-11
41526,Vuelco-despistes,Sin determinar,-35,-61,2022-06-04
41529,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-06-05
41531,Colisión vehículo-vehículo,Motocicleta,-33,-60,2022-06-26
41532,Colisión vehículo-vehículo,Camioneta,-34,-59,2022-06-02
41535,Vuelco-despistes,Ciclomotor,-35,-61,2022-06-11
41536,Colisión vehículo-vehículo,Automóvil,-39,-62,2022-06-05
41536,Colisión vehículo-vehículo,Automóvil,-39,-62,2022-06-05
41538,Colisión vehículo-vehículo,Camioneta,-35,-58,2022-06-22
41539,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-06-02
41540,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-06-23
41541,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-06-13
41542,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-06-25
41543,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-06-08
41545,Colisión vehículo-persona,Sin vehiculo,-34,-61,2022-06-23
41546,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-06-23
41603,Colisión vehículo-vehículo,Automóvil,-35,-61,2022-07-17
41604,Vuelco-despistes,Automóvil,-38,-62,2022-07-18
41605,Colisión vehículo-vehículo,Camión,-37,-60,2022-07-21
41606,Colisión vehículo-vehículo,Camioneta,-34,-61,2022-07-08
41607,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-07-27
41608,Vuelco-despistes,Automóvil,-34,-60,2022-07-24
41610,Sin determinar,Sin determinar,-37,-59,2022-07-02
41611,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-07-24
41612,Colisión vehículo-persona,Camioneta,-34,-59,2022-07-07
41613,Sin determinar,Sin determinar,-35,-58,2022-07-25
41614,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-07-13
41615,Colisión vehículo-vehículo,Camión,-36,-60,2022-07-27
41615,Colisión vehículo-vehículo,Sin determinar,-36,-60,2022-07-27
41616,Sin determinar,Camioneta,-34,-59,2022-07-08
41617,Colisión vehículo-persona,Tren,-34,-59,2022-07-07
41618,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-07-07
41620,Colisión vehículo-vehículo,Motocicleta,-40,-63,2022-07-05
41621,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-07-06
41623,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-07-31
41625,Vuelco-despistes,Ciclomotor,-36,-57,2022-07-17
41628,Colisión vehículo-vehículo,Sin determinar,-36,-59,2022-07-26
41629,Colisión vehículo-persona,Tren,-35,-59,2022-07-27
41631,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-07-17
41632,Sin determinar,Sin determinar,-35,-58,2022-07-25
41633,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-07-04
41634,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-07-03
41635,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-07-30
41636,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-07-06
41636,Colisión vehículo-vehículo,Automóvil,-34,-59,2022-07-06
41637,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-07-13
41638,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-07-13
41639,Colisión vehículo-vehículo,Automóvil,-39,-62,2022-07-17
41639,Colisión vehículo-vehículo,Automóvil,-39,-62,2022-07-17
41640,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-07-27
41641,Colisión vehículo-vehículo,Automóvil,-36,-62,2022-07-05
41642,Vuelco-despistes,Sin determinar,-34,-59,2022-07-16
41643,Sin determinar,Motocicleta,-34,-59,2022-07-07
41644,Colisión vehículo-vehículo,Camión,-37,-59,2022-07-25
41645,Sin determinar,Sin determinar,-35,-58,2022-07-21
41646,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-07-28
41647,Colisión vehículo-persona,Sin vehiculo,-34,-61,2022-07-01
41648,Colisión vehículo-vehículo,Camión,-35,-59,2022-07-25
41649,Colisión vehículo-objeto,Motocicleta,-35,-60,2022-07-03
41651,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-07-09
41652,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-07-02
41653,Vuelco-despistes,Automóvil,-35,-59,2022-07-02
41654,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-07-05
41654,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-07-05
41655,Vuelco-despistes,Ciclomotor,-34,-59,2022-07-31
41657,Colisión vehículo-vehículo,Camioneta,-34,-59,2022-07-08
41658,Sin determinar,Sin determinar,-38,-60,2022-07-08
41659,Colisión vehículo-vehículo,Motocicleta,-37,-59,2022-07-30
41660,Sin determinar,Sin determinar,-34,-62,2022-07-08
41661,Colisión vehículo-vehículo,Sin determinar,-34,-60,2022-07-17
41662,Colisión vehículo-vehículo,Automóvil,-35,-61,2022-07-08
41665,Sin determinar,Sin determinar,-35,-58,2022-07-06
41666,Sin determinar,Sin determinar,-38,-58,2022-07-27
41667,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-07-11
41668,Sin determinar,Sin determinar,-34,-59,2022-07-03
41669,Sin determinar,Sin determinar,-39,-61,2022-07-25
41670,Vuelco-despistes,Camioneta,-34,-60,2022-07-10
41672,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-07-24
41672,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-07-24
41674,Colisión vehículo-vehículo,Automóvil,-36,-58,2022-07-23
41675,Colisión vehículo-vehículo,Automóvil,-34,-61,2022-07-18
41676,Vuelco-despistes,Automóvil,-37,-60,2022-07-22
41676,Vuelco-despistes,Automóvil,-37,-60,2022-07-22
41679,Colisión vehículo-persona,Tren,-35,-59,2022-07-02
41730,Sin determinar,Sin determinar,-35,-58,2022-08-02
41731,Sin determinar,Sin determinar,-38,-58,2022-08-06
41732,Colisión vehículo-vehículo,Motocicleta,-37,-57,2022-08-04
41733,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-08-12
41734,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-08-09
41735,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-08-28
41736,Vuelco-despistes,Automóvil,-36,-58,2022-08-18
41737,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-08-05
41739,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-08-01
41740,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-08-03
41742,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-08-27
41743,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-08-28
41744,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-08-09
41745,Sin determinar,Sin determinar,-39,-62,2022-08-08
41746,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-08-31
41747,Colisión vehículo-persona,Motocicleta,-35,-59,2022-08-18
41748,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-08-01
41749,Colisión vehículo-persona,Sin vehiculo,-35,-60,2022-08-17
41750,Colisión vehículo-objeto,Automóvil,-35,-59,2022-08-22
41752,Colisión vehículo-persona,Sin vehiculo,-35,-60,2022-08-19
41754,Vuelco-despistes,Sin determinar,-37,-57,2022-08-01
41755,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-08-02
41756,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-08-07
41757,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-08-27
41758,Colisión vehículo-vehículo,Tren,-35,-58,2022-08-26
41759,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-08-09
41760,Vuelco-despistes,Automóvil,-35,-58,2022-08-23
41761,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-08-25
41762,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-08-16
41763,Colisión vehículo-vehículo,Camión,-35,-58,2022-08-20
41765,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-08-20
41766,Sin determinar,Sin determinar,-34,-59,2022-08-10
41767,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-08-25
41768,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-08-23
41769,Colisión vehículo-vehículo,Automóvil,-35,-60,2022-08-19
41769,Colisión vehículo-vehículo,Automóvil,-35,-60,2022-08-19
41770,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-08-01
41771,Sin determinar,Sin determinar,-35,-58,2022-08-16
41772,Colisión vehículo-vehículo,Sin determinar,-37,-57,2022-08-23
41773,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-08-25
41774,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-08-23
41775,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-08-27
41775,Colisión vehículo-vehículo,Sin determinar,-35,-59,2022-08-27
41777,Colisión vehículo-vehículo,Motocicleta,-34,-62,2022-08-28
41779,Colisión vehículo-objeto,Motocicleta,-35,-59,2022-08-06
41780,Colisión vehículo-vehículo,Automóvil,-38,-58,2022-08-09
41781,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-08-25
41782,Colisión vehículo-vehículo,Motocicleta,-37,-57,2022-08-07
41782,Colisión vehículo-vehículo,Sin determinar,-37,-57,2022-08-07
41784,Colisión vehículo-vehículo,Sin determinar,-36,-58,2022-08-13
41785,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-08-03
41786,Sin determinar,Sin determinar,-35,-58,2022-08-01
41788,Colisión vehículo-vehículo,Camioneta,-35,-58,2022-08-27
41790,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-08-01
41791,Colisión vehículo-vehículo,Motocicleta,-34,-61,2022-08-04
41792,Vuelco-despistes,Sin determinar,-36,-58,2022-08-15
41793,Colisión vehículo-vehículo,Ciclomotor,-34,-59,2022-08-20
41794,Sin determinar,Motocicleta,-35,-59,2022-08-24
41796,Vuelco-despistes,Sin determinar,-37,-58,2022-08-03
41798,Vuelco-despistes,Sin determinar,-35,-58,2022-08-28
41799,Colisión vehículo-persona,Sin vehiculo,-34,-59,2022-08-31
41801,Colisión vehículo-vehículo,Motocicleta,-36,-58,2022-08-31
41802,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-08-20
41803,Colisión vehículo-persona,Sin vehiculo,-38,-58,2022-08-09
41804,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-08-18
41805,Colisión vehículo-vehículo,Sin determinar,-38,-60,2022-08-11
41807,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-08-15
41808,Vuelco-despistes,Sin determinar,-37,-60,2022-08-27
41809,Vuelco-despistes,Camión,-35,-61,2022-08-27
41810,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-08-20
41811,Sin determinar,Sin determinar,-35,-58,2022-08-01
41812,Colisión vehículo-vehículo,Automóvil,-36,-58,2022-08-13
41814,Vuelco-despistes,Sin determinar,-35,-58,2022-08-12
41815,Sin determinar,Sin determinar,-35,-58,2022-08-12
41817,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-08-19
41818,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-08-14
41857,Colisión vehículo-vehículo,Sin determinar,-39,-62,2022-09-12
41858,Sin determinar,Sin determinar,-34,-59,2022-09-03
41860,Colisión vehículo-vehículo,Sin determinar,-34,-59,2022-09-20
41861,Vuelco-despistes,Sin determinar,-37,-58,2022-09-04
41861,Vuelco-despistes,Automóvil,-37,-58,2022-09-04
41861,Vuelco-despistes,Sin determinar,-37,-58,2022-09-04
41862,Colisión vehículo-vehículo,Automóvil,-35,-59,2022-09-11
41863,Vuelco-despistes,Motocicleta,-35,-58,2022-09-22
41864,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-09-10
41865,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-25
41866,Colisión vehículo-vehículo,Motocicleta,-35,-58,2022-09-16
41867,Colisión vehículo-vehículo,Sin determinar,-35,-60,2022-09-19
41868,Colisión vehículo-vehículo,Motocicleta,-35,-60,2022-09-04
41869,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-20
41870,Colisión vehículo-vehículo,Motocicleta,-34,-59,2022-09-05
41871,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-09-15
41872,Colisión vehículo-vehículo,Bicicleta,-34,-61,2022-09-17
41873,Colisión vehículo-vehículo,Sin determinar,-35,-58,2022-09-11
41874,Colisión vehículo-vehículo,Motocicleta,-36,-62,2022-09-06
41875,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-09-20
41876,Vuelco-despistes,Sin determinar,-35,-60,2022-09-26
41877,Sin determinar,Sin determinar,-35,-59,2022-09-29
41878,Colisión vehículo-vehículo,Sin determinar,-36,-59,2022-09-28
41879,Colisión vehículo-vehículo,Motocicleta,-35,-61,2022-09-16
41880,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-19
41881,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-12
41882,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-06
41884,Colisión vehículo-persona,Sin vehiculo,-35,-59,2022-09-09
41885,Vuelco-despistes,Sin determinar,-36,-60,2022-09-22
41886,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-09-27
41888,Colisión vehículo-persona,Sin vehiculo,-33,-60,2022-09-02
41890,Vuelco-despistes,Sin determinar,-38,-58,2022-09-18
41892,Colisión vehículo-persona,Sin vehiculo,-35,-58,2022-09-24
41894,Vuelco-despistes,Sin determinar,-37,-58,2022-09-05
41894,Vuelco-despistes,Automóvil,-37,-58,2022-09-05
41894,Vuelco-despistes,Sin determinar,-37,-58,2022-09-05
